,ICE_IME_id,ICE_IME_id_need_manual_curation,Segment_number,Comments_ICE_IME_structure,Is_hit_blast,Is_hit_HMM,CDS_num,Genome_accession,Genome_accession_rank,CDS_locus_tag,CDS_protein_id,CDS_strand,CDS_start,CDS_end,CDS_length,Is_pseudo,CDS_Protein_type,CDS_Protein_type_blast,Description_of_blast_most_similar_ref_SP,Id_of_blast_most_similar_ref_SP,Length_of_blast_most_similar_ref_SP,Blast_ali_length,Blast_ali_start_CDS,Blast_ali_end_CDS,Blast_ali_start_Query_blast,Blast_ali_end_Query_blast,Blast_ali_identity_perc,Blast_ali_E-value,Blast_ali_bitscore,CDS_coverage_blast,Blast_ali_coverage_most_similar_ref_SP,Protein_type_of_blast_most_similar_ref_SP,Associated_element_type_of_blast_most_similar_ref_SP,ICE_superfamily_of_most_similar_ref_SP,ICE_family_of_most_similar_ref_SP,IME_superfamily_of_most_similar_ref_SP,Relaxase_family_domain_of_most_similar_ref_SP,Relaxase_family_MOB_of_most_similar_ref_SP,Coupling_type_of_most_similar_ref_SP,False_positives,SP_blast_validation,Use_annotation,Protein_type_of_matching_HMM_profile,Description_of_matching_HMM_profile,Profile_name,Length_of_matching_HMM_profile,HMM_ali_i-Evalue,HMM_ali_E-value,HMM_ali_Score,HMM_ali_Bias,HMM_ali_Global_score,HMM_ali_Global_bias,HMM_coverage,CDS_coverage_hmm,Genome,Population
278,,ID_1 ID_2,1,"Integrase MGDLHKNO_00147 could be attributed to multiple possibly nested ICE IME structures (ID_1, ID_2), please manually check. ",1,1,140,KRP258G142c2Orange,1,MGDLHKNO_00147,-,-,131335,132408,357,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO81971,382.0,363.0,10.0,333.0,12.0,365.0,25.34,1.86e-19,82.0,90.76,92.67,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,9.8e-42,9.1e-42,128.8,0.3,128.9,1.6,98.26,45.94,KRP2_SE058_G142_cluster2_Orange,Orange
279,ID_1,,1,,0,1,145,KRP258G142c2Orange,1,MGDLHKNO_00152,-,-,134768,136099,443,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,8e-11,5.2e-11,27.7,0.0,28.3,0.0,83.78,42.66,KRP2_SE058_G142_cluster2_Orange,Orange
280,ID_2,,1,,0,1,150,KRP258G142c2Orange,1,MGDLHKNO_00157,-,-,138928,140328,466,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,5.2e-30,3.3e-30,90.5,0.0,91.1,0.0,93.24,41.85,KRP2_SE058_G142_cluster2_Orange,Orange
281,,,2,,1,1,1782,KRP258G142c2Orange,1,MGDLHKNO_01824,-,-,1673365,1674363,332,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,CAJ67935,397.0,259.0,98.0,310.0,121.0,376.0,27.41,2.32e-19,81.6,64.16,64.48,Integrase,ICE,-,-,-,-,-,-,-,possible_pseudogene,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.1e-36,3.1e-37,112.4,0.3,114.1,1.4,97.09,46.08,KRP2_SE058_G142_cluster2_Orange,Orange
282,,ID_1 ID_2,1,"Integrase DFHOCHCF_00147 could be attributed to multiple possibly nested ICE IME structures (ID_1, ID_2), please manually check. ",1,1,140,KRP258G143c2Orange,1,DFHOCHCF_00147,-,-,131335,132408,357,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO81971,382.0,363.0,10.0,333.0,12.0,365.0,25.34,1.86e-19,82.0,90.76,92.67,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,9.8e-42,9.1e-42,128.8,0.3,128.9,1.6,98.26,45.94,KRP2_SE058_G143_cluster2_Orange,Orange
283,ID_1,,1,,0,1,145,KRP258G143c2Orange,1,DFHOCHCF_00152,-,-,134768,136099,443,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp1,110,3.3e-12,1.6e-12,33.4,0.0,34.5,0.0,98.18,22.12,KRP2_SE058_G143_cluster2_Orange,Orange
284,ID_2,,1,,0,1,150,KRP258G143c2Orange,1,DFHOCHCF_00157,-,-,138928,140328,466,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,5.2e-30,3.3e-30,90.5,0.0,91.1,0.0,93.24,41.85,KRP2_SE058_G143_cluster2_Orange,Orange
285,,,2,,1,1,1102,KRP258G143c2Orange,1,DFHOCHCF_01126,-,-,1036135,1037133,332,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,CAJ67935,397.0,259.0,98.0,310.0,121.0,376.0,27.41,2.32e-19,81.6,64.16,64.48,Integrase,ICE,-,-,-,-,-,-,-,possible_pseudogene,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.1e-36,3.1e-37,112.4,0.3,114.1,1.4,97.09,46.08,KRP2_SE058_G143_cluster2_Orange,Orange
286,,ID_1 ID_2,1,"Integrase PDALBCNI_00147 could be attributed to multiple possibly nested ICE IME structures (ID_1, ID_2), please manually check. ",1,1,140,KRP258G144c1Orange,1,PDALBCNI_00147,-,-,131335,132408,357,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO81971,382.0,363.0,10.0,333.0,12.0,365.0,25.34,1.86e-19,82.0,90.76,92.67,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,9.8e-42,9.1e-42,128.8,0.3,128.9,1.6,98.26,45.94,KRP2_SE058_G144_cluster1_Orange,Orange
287,ID_1,,1,,0,1,145,KRP258G144c1Orange,1,PDALBCNI_00152,-,-,134768,136099,443,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp1,110,3.3e-12,1.6e-12,33.4,0.0,34.5,0.0,98.18,22.12,KRP2_SE058_G144_cluster1_Orange,Orange
288,ID_2,,1,,0,1,150,KRP258G144c1Orange,1,PDALBCNI_00157,-,-,138928,140328,466,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,5.2e-30,3.3e-30,90.5,0.0,91.1,0.0,93.24,41.85,KRP2_SE058_G144_cluster1_Orange,Orange
289,,,2,,1,1,1098,KRP258G144c1Orange,1,PDALBCNI_01121,-,+,1033153,1034151,332,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,CAJ67935,397.0,259.0,98.0,310.0,121.0,376.0,27.41,2.32e-19,81.6,64.16,64.48,Integrase,ICE,-,-,-,-,-,-,-,possible_pseudogene,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.1e-36,3.1e-37,112.4,0.3,114.1,1.4,97.09,46.08,KRP2_SE058_G144_cluster1_Orange,Orange
290,,ID_1 ID_2,1,"Integrase OIOMGMFG_00020 could be attributed to multiple possibly nested ICE IME structures (ID_1, ID_2), please manually check. ",1,1,19,KRP2B55G15c1Orange,1,OIOMGMFG_00020,-,-,17726,18799,357,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO81971,382.0,363.0,10.0,333.0,12.0,365.0,25.34,1.86e-19,82.0,90.76,92.67,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,9.8e-42,9.1e-42,128.8,0.3,128.9,1.6,98.26,45.94,KRP2B_SE055_G15_cluster1_Orange,Orange
291,ID_1,,1,,0,1,24,KRP2B55G15c1Orange,1,OIOMGMFG_00025,-,-,21159,22490,443,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,1.4e-10,8.7e-11,26.9,0.0,27.6,0.0,83.78,42.66,KRP2B_SE055_G15_cluster1_Orange,Orange
292,ID_2,,1,,0,1,29,KRP2B55G15c1Orange,1,OIOMGMFG_00030,-,-,25319,26719,466,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,5.2e-30,3.3e-30,90.5,0.0,91.1,0.0,93.24,41.85,KRP2B_SE055_G15_cluster1_Orange,Orange
293,,,2,,1,1,1240,KRP2B55G15c1Orange,1,OIOMGMFG_01265,-,+,1175058,1176089,343,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO82259,379.0,273.0,57.0,290.0,80.0,346.0,26.01,5.44e-11,56.6,68.22,70.45,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.7000000000000002e-22,5.3e-23,66.2,0.0,67.8,0.0,84.88,41.69,KRP2B_SE055_G15_cluster1_Orange,Orange
294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP2B_SE055_G15_cluster3_Green,Green
295,,ID_1 ID_2,1,"Integrase GLHNOBCO_00072 could be attributed to multiple possibly nested ICE IME structures (ID_1, ID_2), please manually check. ",1,1,66,KRP2B55G17c1Orange,1,GLHNOBCO_00072,-,-,65076,66149,357,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO81971,382.0,363.0,10.0,333.0,12.0,365.0,25.34,1.86e-19,82.0,90.76,92.67,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,9.8e-42,9.1e-42,128.8,0.3,128.9,1.6,98.26,45.94,KRP2B_SE055_G17_cluster1_Orange,Orange
296,ID_1,,1,,0,1,71,KRP2B55G17c1Orange,1,GLHNOBCO_00077,-,-,68509,69840,443,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,1.4e-10,8.7e-11,26.9,0.0,27.6,0.0,83.78,42.66,KRP2B_SE055_G17_cluster1_Orange,Orange
297,ID_2,,1,,0,1,76,KRP2B55G17c1Orange,1,GLHNOBCO_00082,-,-,72669,74069,466,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,5.2e-30,3.3e-30,90.5,0.0,91.1,0.0,93.24,41.85,KRP2B_SE055_G17_cluster1_Orange,Orange
298,,,2,,1,1,1280,KRP2B55G17c1Orange,1,GLHNOBCO_01309,-,-,1216702,1217733,343,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO82259,379.0,273.0,57.0,290.0,80.0,346.0,26.01,5.44e-11,56.6,68.22,70.45,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.7000000000000002e-22,5.3e-23,66.2,0.0,67.8,0.0,84.88,41.69,KRP2B_SE055_G17_cluster1_Orange,Orange
299,ID_1,,1,,0,1,96,KRP2B55G18c2Orange,1,OLKDJKBJ_00097,-,+,81620,83020,466,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,5.2e-30,3.3e-30,90.5,0.0,91.1,0.0,93.24,41.85,KRP2B_SE055_G18_cluster2_Orange,Orange
300,ID_2,,1,,0,1,101,KRP2B55G18c2Orange,1,OLKDJKBJ_00102,-,+,85849,87180,443,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,1.4e-10,8.7e-11,26.9,0.0,27.6,0.0,83.78,42.66,KRP2B_SE055_G18_cluster2_Orange,Orange
301,,ID_1 ID_2,1,"Integrase OLKDJKBJ_00107 could be attributed to multiple possibly nested ICE IME structures (ID_1, ID_2), please manually check. ",1,1,106,KRP2B55G18c2Orange,1,OLKDJKBJ_00107,-,+,89540,90613,357,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO81971,382.0,363.0,10.0,333.0,12.0,365.0,25.34,1.86e-19,82.0,90.76,92.67,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,9.8e-42,9.1e-42,128.8,0.3,128.9,1.6,98.26,45.94,KRP2B_SE055_G18_cluster2_Orange,Orange
302,,,2,,1,1,1276,KRP2B55G18c2Orange,1,OLKDJKBJ_01305,-,+,1215947,1216978,343,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO82259,379.0,273.0,57.0,290.0,80.0,346.0,26.01,5.44e-11,56.6,68.22,70.45,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.7000000000000002e-22,5.3e-23,66.2,0.0,67.8,0.0,84.88,41.69,KRP2B_SE055_G18_cluster2_Orange,Orange
303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP2B_SE055_G20_cluster1_Green,Green
304,,ID_1 ID_2,1,"Integrase AJANFHPJ_00020 could be attributed to multiple possibly nested ICE IME structures (ID_1, ID_2), please manually check. ",1,1,19,KRP2B55G20c2Orange,1,AJANFHPJ_00020,-,-,17786,18859,357,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO81971,382.0,363.0,10.0,333.0,12.0,365.0,25.34,1.86e-19,82.0,90.76,92.67,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,9.8e-42,9.1e-42,128.8,0.3,128.9,1.6,98.26,45.94,KRP2B_SE055_G20_cluster2_Orange,Orange
305,ID_1,,1,,0,1,24,KRP2B55G20c2Orange,1,AJANFHPJ_00025,-,-,21219,22550,443,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,1.4e-10,8.7e-11,26.9,0.0,27.6,0.0,83.78,42.66,KRP2B_SE055_G20_cluster2_Orange,Orange
306,ID_2,,1,,0,1,29,KRP2B55G20c2Orange,1,AJANFHPJ_00030,-,-,25379,26779,466,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,5.2e-30,3.3e-30,90.5,0.0,91.1,0.0,93.24,41.85,KRP2B_SE055_G20_cluster2_Orange,Orange
307,,,2,,1,1,1240,KRP2B55G20c2Orange,1,AJANFHPJ_01265,-,+,1174547,1175578,343,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO82259,379.0,273.0,57.0,290.0,80.0,346.0,26.01,5.44e-11,56.6,68.22,70.45,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.7000000000000002e-22,5.3e-23,66.2,0.0,67.8,0.0,84.88,41.69,KRP2B_SE055_G20_cluster2_Orange,Orange
308,,ID_1 ID_2,1,"Integrase EFACLGEO_00072 could be attributed to multiple possibly nested ICE IME structures (ID_1, ID_2), please manually check. ",1,1,66,KRP2B55G22c1Orange,1,EFACLGEO_00072,-,-,65076,66149,357,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO81971,382.0,363.0,10.0,333.0,12.0,365.0,25.34,1.86e-19,82.0,90.76,92.67,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,9.8e-42,9.1e-42,128.8,0.3,128.9,1.6,98.26,45.94,KRP2B_SE055_G22_cluster1_Orange,Orange
309,ID_1,,1,,0,1,71,KRP2B55G22c1Orange,1,EFACLGEO_00077,-,-,68509,69840,443,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,1.4e-10,8.7e-11,26.9,0.0,27.6,0.0,83.78,42.66,KRP2B_SE055_G22_cluster1_Orange,Orange
310,ID_2,,1,,0,1,76,KRP2B55G22c1Orange,1,EFACLGEO_00082,-,-,72669,74069,466,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,5.2e-30,3.3e-30,90.5,0.0,91.1,0.0,93.24,41.85,KRP2B_SE055_G22_cluster1_Orange,Orange
311,,,2,,1,1,1275,KRP2B55G22c1Orange,1,EFACLGEO_01304,-,+,1215341,1216372,343,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO82259,379.0,273.0,57.0,290.0,80.0,346.0,26.01,5.44e-11,56.6,68.22,70.45,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.7000000000000002e-22,5.3e-23,66.2,0.0,67.8,0.0,84.88,41.69,KRP2B_SE055_G22_cluster1_Orange,Orange
312,,ID_1 ID_2,1,"Integrase MALMCCPA_00072 could be attributed to multiple possibly nested ICE IME structures (ID_1, ID_2), please manually check. ",1,1,66,KRP2B55G24c2Orange,1,MALMCCPA_00072,-,-,65076,66149,357,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO81971,382.0,363.0,10.0,333.0,12.0,365.0,25.34,1.86e-19,82.0,90.76,92.67,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,9.8e-42,9.1e-42,128.8,0.3,128.9,1.6,98.26,45.94,KRP2B_SE055_G24_cluster2_Orange,Orange
313,ID_1,,1,,0,1,71,KRP2B55G24c2Orange,1,MALMCCPA_00077,-,-,68509,69840,443,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,1.4e-10,8.7e-11,26.9,0.0,27.6,0.0,83.78,42.66,KRP2B_SE055_G24_cluster2_Orange,Orange
314,ID_2,,1,,0,1,76,KRP2B55G24c2Orange,1,MALMCCPA_00082,-,-,72669,74069,466,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,5.2e-30,3.3e-30,90.5,0.0,91.1,0.0,93.24,41.85,KRP2B_SE055_G24_cluster2_Orange,Orange
315,,,2,,1,1,1255,KRP2B55G24c2Orange,1,MALMCCPA_01284,-,+,1199881,1200912,343,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO82259,379.0,273.0,57.0,290.0,80.0,346.0,26.01,5.44e-11,56.6,68.22,70.45,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.7000000000000002e-22,5.3e-23,66.2,0.0,67.8,0.0,84.88,41.69,KRP2B_SE055_G24_cluster2_Orange,Orange
316,,__IMEICEID_BasicEMStructure__1__,1,The SP ELCHDBNF_01043 seems to be an isolated coupling protein and is therefore not reported as an ICE / IME structure by ICEscreen. Please manually check if it is a false positive or for the potential presence of other undetected SP in its genomic neighborhood.,0,1,1029,KRP2B55G24c3sulfuri,1,ELCHDBNF_01043,-,+,1014803,1016206,467,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,1.1e-29,3.9e-30,89.4,0.2,90.9,0.4,86.04,38.33,KRP2B_SE055_G24_cluster3_sulfuri,sulfuri
317,,,2,,1,1,1164,KRP2B55G24c3sulfuri,1,ELCHDBNF_01183,-,-,1141691,1143253,520,-,Serine integrase,Serine integrase,Serine integrase,AAO82010,537.0,527.0,3.0,472.0,8.0,508.0,25.81,1.2399999999999999e-28,111.0,90.38,93.3,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Serine integrase,Serine recombinase,Recombinase,104,7.1e-18,3.2e-18,51.3,2.0,52.4,3.0,100.0,16.73,KRP2B_SE055_G24_cluster3_sulfuri,sulfuri
318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP2B_SE055_G32_cluster2_Green,Green
319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP2B_SE055_G33_cluster2_Green,Green
320,,__IMEICEID_BasicEMStructure__1__,1,The SP BOGBBNFL_00748 seems to be an isolated coupling protein and is therefore not reported as an ICE / IME structure by ICEscreen. Please manually check if it is a false positive or for the potential presence of other undetected SP in its genomic neighborhood.,0,1,738,KRP2B57G49c3sulfuri,1,BOGBBNFL_00748,-,+,709159,710562,467,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,1.1e-29,3.9e-30,89.4,0.2,90.9,0.4,86.04,38.33,KRP2B_SE057_G49_cluster3_sulfuri,sulfuri
321,,,2,,1,1,1297,KRP2B57G49c3sulfuri,1,BOGBBNFL_01319,-,-,1238632,1240194,520,-,Serine integrase,Serine integrase,Serine integrase,AAO82010,537.0,527.0,3.0,472.0,8.0,508.0,25.81,1.2399999999999999e-28,111.0,90.38,93.3,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Serine integrase,Serine recombinase,Recombinase,104,7.1e-18,3.2e-18,51.3,2.0,52.4,3.0,100.0,16.73,KRP2B_SE057_G49_cluster3_sulfuri,sulfuri
322,,__IMEICEID_BasicEMStructure__1__,1,The SP IDACJFKG_00748 seems to be an isolated coupling protein and is therefore not reported as an ICE / IME structure by ICEscreen. Please manually check if it is a false positive or for the potential presence of other undetected SP in its genomic neighborhood.,0,1,738,KRP2B57G50c3sulfuri,1,IDACJFKG_00748,-,+,709331,710734,467,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,1.1e-29,3.9e-30,89.4,0.2,90.9,0.4,86.04,38.33,KRP2B_SE057_G50_cluster3_sulfuri,sulfuri
323,,,2,,1,1,1297,KRP2B57G50c3sulfuri,1,IDACJFKG_01319,-,-,1238777,1240339,520,-,Serine integrase,Serine integrase,Serine integrase,AAO82010,537.0,527.0,3.0,472.0,8.0,508.0,25.81,1.2399999999999999e-28,111.0,90.38,93.3,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Serine integrase,Serine recombinase,Recombinase,104,7.1e-18,3.2e-18,51.3,2.0,52.4,3.0,100.0,16.73,KRP2B_SE057_G50_cluster3_sulfuri,sulfuri
324,,__IMEICEID_BasicEMStructure__1__,1,The SP PADCADGA_00789 seems to be an isolated coupling protein and is therefore not reported as an ICE / IME structure by ICEscreen. Please manually check if it is a false positive or for the potential presence of other undetected SP in its genomic neighborhood.,0,1,776,KRP2B57G51c3sulfuri,1,PADCADGA_00789,-,-,736427,737830,467,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,1.1e-29,3.9e-30,89.4,0.2,90.9,0.4,86.04,38.33,KRP2B_SE057_G51_cluster3_sulfuri,sulfuri
325,,,2,,1,1,1305,KRP2B57G51c3sulfuri,1,PADCADGA_01326,-,+,1239255,1240817,520,-,Serine integrase,Serine integrase,Serine integrase,AAO82010,537.0,527.0,3.0,472.0,8.0,508.0,25.81,1.2399999999999999e-28,111.0,90.38,93.3,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Serine integrase,Serine recombinase,Recombinase,104,7.1e-18,3.2e-18,51.3,2.0,52.4,3.0,100.0,16.73,KRP2B_SE057_G51_cluster3_sulfuri,sulfuri
326,,__IMEICEID_BasicEMStructure__1__,1,The SP MDBGPIMI_00791 seems to be an isolated coupling protein and is therefore not reported as an ICE / IME structure by ICEscreen. Please manually check if it is a false positive or for the potential presence of other undetected SP in its genomic neighborhood.,0,1,777,KRP2B57G52c2sulfuri,1,MDBGPIMI_00791,-,-,737639,739042,467,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,1.1e-29,3.9e-30,89.4,0.2,90.9,0.4,86.04,38.33,KRP2B_SE057_G52_cluster2_sulfuri,sulfuri
327,,,2,,1,1,1267,KRP2B57G52c2sulfuri,1,MDBGPIMI_01289,-,-,1213878,1215440,520,-,Serine integrase,Serine integrase,Serine integrase,AAO82010,537.0,527.0,3.0,472.0,8.0,508.0,25.81,1.2399999999999999e-28,111.0,90.38,93.3,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Serine integrase,Serine recombinase,Recombinase,104,7.1e-18,3.2e-18,51.3,2.0,52.4,3.0,100.0,16.73,KRP2B_SE057_G52_cluster2_sulfuri,sulfuri
328,,__IMEICEID_BasicEMStructure__1__,1,The SP MDAFICLL_00748 seems to be an isolated coupling protein and is therefore not reported as an ICE / IME structure by ICEscreen. Please manually check if it is a false positive or for the potential presence of other undetected SP in its genomic neighborhood.,0,1,738,KRP2B57G53c2sulfuri,1,MDAFICLL_00748,-,+,709331,710734,467,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,1.1e-29,3.9e-30,89.4,0.2,90.9,0.4,86.04,38.33,KRP2B_SE057_G_SE053_cluster2_sulfuri,sulfuri
329,,,2,,1,1,1339,KRP2B57G53c2sulfuri,1,MDAFICLL_01366,-,-,1277005,1278567,520,-,Serine integrase,Serine integrase,Serine integrase,AAO82010,537.0,527.0,3.0,472.0,8.0,508.0,25.81,1.2399999999999999e-28,111.0,90.38,93.3,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Serine integrase,Serine recombinase,Recombinase,104,7.1e-18,3.2e-18,51.3,2.0,52.4,3.0,100.0,16.73,KRP2B_SE057_G_SE053_cluster2_sulfuri,sulfuri
330,,__IMEICEID_BasicEMStructure__1__,1,The SP AKEOPFBI_00791 seems to be an isolated coupling protein and is therefore not reported as an ICE / IME structure by ICEscreen. Please manually check if it is a false positive or for the potential presence of other undetected SP in its genomic neighborhood.,0,1,777,KRP2B57G54c2sulfuri,1,AKEOPFBI_00791,-,-,737639,739042,467,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,1.1e-29,3.9e-30,89.4,0.2,90.9,0.4,86.04,38.33,KRP2B_SE057_G54_cluster2_sulfuri,sulfuri
331,,,2,,1,1,1306,KRP2B57G54c2sulfuri,1,AKEOPFBI_01328,-,+,1240467,1242029,520,-,Serine integrase,Serine integrase,Serine integrase,AAO82010,537.0,527.0,3.0,472.0,8.0,508.0,25.81,1.2399999999999999e-28,111.0,90.38,93.3,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Serine integrase,Serine recombinase,Recombinase,104,7.1e-18,3.2e-18,51.3,2.0,52.4,3.0,100.0,16.73,KRP2B_SE057_G54_cluster2_sulfuri,sulfuri
332,,__IMEICEID_BasicEMStructure__1__,1,The SP MFMAMNMF_00746 seems to be an isolated coupling protein and is therefore not reported as an ICE / IME structure by ICEscreen. Please manually check if it is a false positive or for the potential presence of other undetected SP in its genomic neighborhood.,0,1,737,KRP2B57G56c3sulfuri,1,MFMAMNMF_00746,-,+,707510,708913,467,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,1.1e-29,3.9e-30,89.4,0.2,90.9,0.4,86.04,38.33,KRP2B_SE057_G56_cluster3_sulfuri,sulfuri
333,,,2,,1,1,1276,KRP2B57G56c3sulfuri,1,MFMAMNMF_01297,-,+,1214606,1216168,520,-,Serine integrase,Serine integrase,Serine integrase,AAO82010,537.0,527.0,3.0,472.0,8.0,508.0,25.81,1.2399999999999999e-28,111.0,90.38,93.3,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Serine integrase,Serine recombinase,Recombinase,104,7.1e-18,3.2e-18,51.3,2.0,52.4,3.0,100.0,16.73,KRP2B_SE057_G56_cluster3_sulfuri,sulfuri
