Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
A0A973CZV7	unreviewed	Hydrogenase maturation protein	2024846	Oleispira sp.	581	IPR009188	1..578
A0A973MNM7	unreviewed	Formyl transferase C-terminal domain-containing protein	1931	Streptomyces sp.	572	IPR009188	1..565
A0A973SEY0	unreviewed	Formyl transferase C-terminal domain-containing protein	1962977	Catenulispora sp.	567	IPR009188	1..566
A0A973ZCJ1	unreviewed	Hydrogenase maturation protein	1931	Streptomyces sp.	576	IPR009188	1..576
A0A974SQR6	unreviewed	Hydrogenase maturation protein	404405	Azospira restricta	576	IPR009188	1..572
A0A974STD5	unreviewed	Hydrogenase maturation protein	2654218	Dechloromonas sp. TW-R-39-2	558	IPR009188	1..555
A0A974ZQ31	unreviewed	Hydrogenase maturation protein	2812648	Methylococcus sp. EFPC2	598	IPR009188	1..587
A0A975HU33	unreviewed	Hydrogenase maturation protein	2753607	Rhizobacter sp. AJA081-3	587	IPR009188	5..587
A0A975NGF7	unreviewed	Formyl transferase C-terminal domain-containing protein	2840469	Bradyrhizobium sediminis	570	IPR009188	1..568
A0A975P1A4	unreviewed	Formyl transferase C-terminal domain-containing protein	2840469	Bradyrhizobium sediminis	570	IPR009188	1..568
A0A975RQW5	unreviewed	Hydrogenase maturation protein	2840469	Bradyrhizobium sediminis	570	IPR009188	1..568
A0A9D6IJE6	unreviewed	Hydrogenase maturation protein	1978231	Acidobacteriota bacterium	569	IPR009188	1..568
A0A9D6MQQ5	unreviewed	Hydrogenase maturation protein	1913989	Gammaproteobacteria bacterium	592	IPR009188	1..580
A0A9D6ZXP1	unreviewed	Hydrogenase maturation protein	1891238	Burkholderiales bacterium	608	IPR009188	1..608
A0A9D7DW57	unreviewed	Hydrogenase maturation protein	2899263	Candidatus Methylophosphatis roskildensis	571	IPR009188	1..570
A0A9D7FI86	unreviewed	Hydrogenase maturation protein	2954373	Candidatus Propionivibrio dominans	565	IPR009188	1..563
A0A9D7FWY6	unreviewed	Hydrogenase maturation protein	50421	Rhodoferax sp.	570	IPR009188	1..567
A0A9D7LLM2	unreviewed	Formyl transferase C-terminal domain-containing protein	2899244	Candidatus Dechloromonas phosphorivorans	558	IPR009188	1..556
A0A9D7PQL4	unreviewed	Hydrogenase maturation protein	2954365	Candidatus Proximibacter danicus	568	IPR009188	1..565
A0A9D7XKE0	unreviewed	Hydrogenase maturation protein	1898103	Rhodocyclaceae bacterium	579	IPR009188	1..576
A0A9D8KMA1	unreviewed	Hydrogenase maturation protein	2053492	Accumulibacter sp.	572	IPR009188	1..570
A0A9D8W534	unreviewed	Hydrogenase maturation protein	1909294	Hyphomicrobiales bacterium	562	IPR009188	1..558
A0A9D9MWY2	unreviewed	Hydrogenase maturation protein	1872668	Azonexus sp.	566	IPR009188	1..564
A0A9D9QFI6	unreviewed	Hydrogenase maturation protein	1903157	Piscinibacter sp.	580	IPR009188	1..580
A0A9D9WT45	unreviewed	Hydrogenase maturation protein	1872668	Azonexus sp.	558	IPR009188	1..557
A0A9E0LCA7	unreviewed	Hydrogenase maturation protein	2818473	Giesbergeria sp.	591	IPR009188	1..590
A0A9E0U8F6	unreviewed	Hydrogenase maturation protein	1898103	Rhodocyclaceae bacterium	597	IPR009188	29..593
A0A9E0YTB6	unreviewed	Formyl transferase C-terminal domain-containing protein	2448046	Wenzhouxiangellaceae bacterium	570	IPR009188	1..569
A0A9E1N1L4	unreviewed	Formyl transferase C-terminal domain-containing protein	1913989	Gammaproteobacteria bacterium	556	IPR009188	1..556
A0A9E1QNA4	unreviewed	Formyl transferase C-terminal domain-containing protein	1913989	Gammaproteobacteria bacterium	515	IPR009188	8..515
A0A9E1VM28	unreviewed	Formyl transferase C-terminal domain-containing protein	1913989	Gammaproteobacteria bacterium	556	IPR009188	1..556
A0A9E1WNR0	unreviewed	Hydrogenase maturation protein	1898112	Rhodospirillaceae bacterium	567	IPR009188	1..565
A0A9E2FCY7	unreviewed	Hydrogenase maturation protein	1913989	Gammaproteobacteria bacterium	595	IPR009188	10..595
A0A9E3SQN1	unreviewed	Hydrogenase maturation protein	1891238	Burkholderiales bacterium	571	IPR009188	1..571
A0A9E4K3V3	unreviewed	Hydrogenase maturation protein	2792787	Candidatus Thiodiazotropha lotti	568	IPR009188	1..567
A0A9E4NP80	unreviewed	Formyl transferase N-terminal domain-containing protein	2792791	Candidatus Thiodiazotropha taylori	567	IPR009188	1..566
A0A9E5QJ03	unreviewed	Hydrogenase maturation protein	1891241	Betaproteobacteria bacterium	568	IPR009188	1..568
A0A9E6PR18	unreviewed	Formyl transferase	2745495	Pseudomonas vanderleydeniana	572	IPR009188	4..569
A0A9E6TDG0	unreviewed	Formyl transferase	2745510	Pseudomonas zeae	572	IPR009188	4..571
A0A9E6TGX0	unreviewed	Formyl transferase	2745504	Pseudomonas hamedanensis	577	IPR009188	4..576
A0A9P6TNP1	unreviewed	Formyl transferase C-terminal domain-containing protein	2184029	Apophysomyces sp. BC1034	572	IPR009188	1..569
A0A9Q3Z7H1	unreviewed	Two-component system protein, hydrogenase maturation factor HypX/HoxX	2886947	Streptomyces guryensis	572	IPR009188	1..567
A0A9Q6N607	unreviewed	Formyl transferase	380021	Pseudomonas protegens	572	IPR009188	4..570
A0A9Q7R730	unreviewed	Two-component system hydrogenase maturation factor HypX/HoxX	1566227	Pseudomonas sp. NFPP17	572	IPR009188	4..570
A0A9R0NXK4	unreviewed	Formyl transferase C-terminal domain-containing protein	713604	Amycolatopsis mediterranei (strain S699)	563	IPR009188	1..555
A0A9W6GS08	unreviewed	Hydrogenase maturation protein	29468	Methylocystis echinoides	591	IPR009188	1..591
A0A9W6GXU1	unreviewed	Hydrogenase maturation protein	29468	Methylocystis echinoides	598	IPR009188	1..594
A0A9W6L6L5	unreviewed	Formyl transferase C-terminal domain-containing protein	29401	Pseudonocardia halophobica	583	IPR009188	1..578
A0A9X0XA33	unreviewed	Formyl transferase C-terminal domain-containing protein	2796394	Erwinia sp. TH29	572	IPR009188	4..571
A0A9X1Q1Q7	unreviewed	Formyl transferase C-terminal domain-containing protein	1077944	Streptomyces muensis	580	IPR009188	1..578
A0A9X1RAJ5	unreviewed	Hydrogenase maturation protein	2911009	Bradyrhizobium zhengyangense	566	IPR009188	1..565
A0A9X1YPP0	unreviewed	Formyl transferase	2938197	Pseudomonas morbosilactucae	572	IPR009188	4..570
A0A9X2DIP8	unreviewed	Hydrogenase maturation protein	2949648	Ciceribacter sp. S95	561	IPR009188	1..561
A0A9X2E7V0	unreviewed	Two-component system hydrogenase maturation factor HypX/HoxX	2951408	Nocardia pulmonis	566	IPR009188	1..566
A0A9X2K2E2	unreviewed	Formyl transferase	1188745	Nonomuraea thailandensis	567	IPR009188	1..564
A0A9X2XDY2	unreviewed	Formyl transferase	198620	Pseudomonas koreensis	572	IPR009188	4..570
A0A9X4P1K9	unreviewed	Formyl transferase N-terminal domain-containing protein	1281780	Hydrogenophaga taeniospiralis CCUG 15921	629	IPR009188	4..629
A0A9X8D1J4	unreviewed	Hydrogenase maturation protein	1675792	Acidovorax cavernicola	567	IPR009188	1..565
A0A9X8QYP8	unreviewed	Two-component system protein, hydrogenase maturation factor HypX/HoxX	156453	Streptomyces yunnanensis	578	IPR009188	1..577
A0AA41CHR0	unreviewed	Formyl transferase C-terminal domain-containing protein	2759947	Streptomyces sp. I5	592	IPR009188	1..284,291..589
A0AA48RF36	unreviewed	Hydrogenase maturation protein	556182	freshwater sediment metagenome	590	IPR009188	1..589
A0AA49IX87	unreviewed	Hydrogenase maturation protein	2975601	Candidatus Nitricoxidivorans perseverans	580	IPR009188	1..579
A0AA89Q223	unreviewed	Hydrogenase maturation protein	42684	Streptomyces collinus	581	IPR009188	1..579
A0AA92BQL2	unreviewed	Formyl transferase	2075552	Pseudomonas sp. FW507-12TSA	572	IPR009188	4..570
A0AA94ET95	unreviewed	Formyl transferase	198620	Pseudomonas koreensis	572	IPR009188	4..571
A0AA96EHF2	unreviewed	Two-component system hydrogenase maturation factor HypX/HoxX	3075430	Dyella sp. BiH032	562	IPR009188	1..561
A0AA96G5N8	unreviewed	Hydrogenase maturation protein	3075627	Kitasatospora sp. CM 4170	570	IPR009188	1..569
A0AA96GAW5	unreviewed	Hydrogenase maturation protein	3075627	Kitasatospora sp. CM 4170	570	IPR009188	1..569
A0AA96JFZ1	unreviewed	Formyl transferase C-terminal domain-containing protein	3075432	Streptomyces sp. Li-HN-5-11	569	IPR009188	1..560
A0AA96WAA5	unreviewed	Formyl transferase C-terminal domain-containing protein	3038642	Streptomyces sp. 11x1	605	IPR009188	1..594
A0AAC9FWU4	unreviewed	Formyl transferase	198620	Pseudomonas koreensis	572	IPR009188	4..571
A0AAD0W711	unreviewed	Formyl transferase	1778675	Chromobacterium rhizoryzae	566	IPR009188	4..566
A0AAD0ZJY1	unreviewed	Formyl transferase	587851	Pseudomonas chlororaphis subsp. aureofaciens	572	IPR009188	4..571
A0AAD1BBY0	unreviewed	Formyl transferase	1500687	Pseudomonas sp. St29	572	IPR009188	4..570
A0AAD1GNX5	unreviewed	Formyl transferase	2678256	Pseudomonas sp. St386	572	IPR009188	4..572
A0AAE2AS84	unreviewed	Methionyl-tRNA formyltransferase	294	Pseudomonas fluorescens	575	IPR009188	4..574
A0AAE2DKA0	unreviewed	Formyl transferase	294	Pseudomonas fluorescens	572	IPR009188	4..571
A0AAE2PV22	unreviewed	Formyl transferase	294	Pseudomonas fluorescens	579	IPR009188	4..576
A0AAE3YVU8	unreviewed	Formyl transferase C-terminal domain-containing protein	137266	Catenuloplanes atrovinosus	636	IPR009188	1..582
A0AAE4AYA1	unreviewed	Formyl transferase C-terminal domain-containing protein	137267	Catenuloplanes indicus	633	IPR009188	1..587
A0AAE4CTW4	unreviewed	Formyl transferase C-terminal domain-containing protein	587534	Catenuloplanes niger	648	IPR009188	1..604
A0AAE6CCU4	unreviewed	Hydrogenase maturation protein	1325095	Bradyrhizobium guangzhouense	566	IPR009188	1..565
A0AAE6TKQ1	unreviewed	Methionyl-tRNA formyltransferase	58346	Streptomyces platensis	570	IPR009188	1..570
A0AAE7CJ38	unreviewed	Hydrogenase maturation protein	1890	Streptomyces antibioticus	594	IPR009188	1..579
A0AAE7DI57	unreviewed	Formyl transferase	2730845	Pseudomonas sp. ADAK2	570	IPR009188	4..570
A0AAE9N8G7	unreviewed	Hydrogenase maturation protein	244734	Bradyrhizobium betae	566	IPR009188	1..566
A0AAE9YUS0	unreviewed	Hydrogenase maturation protein	485447	Thalassomonas actiniarum	584	IPR009188	1..578
A0AAF0C7H9	unreviewed	Hydrogenase maturation protein	137584	Thalassomonas viridans	584	IPR009188	1..578
A0AAJ1C0L2	unreviewed	Hydrogenase maturation protein	2949647	Ciceribacter sichuanensis	561	IPR009188	1..561
A0AAJ1E1L7	unreviewed	Formyl transferase	86192	Pseudomonas chlororaphis subsp. aurantiaca	572	IPR009188	4..571
A0AAJ1TQX0	unreviewed	Hydrogenase maturation protein	269660	Methylobacterium brachiatum	570	IPR009188	1..564
A0AAJ2PJF5	unreviewed	Hydrogenase maturation protein	146819	Streptomyces europaeiscabiei	579	IPR009188	1..579
A0AAJ2YKS7	unreviewed	Formyl transferase C-terminal domain-containing protein	2692621	Streptomyces sp. XHT-2	592	IPR009188	1..284,291..589
A0AAJ3EBR6	unreviewed	Formyl transferase	2717483	Pseudomonas sp. WS 5027	572	IPR009188	4..570
A0AAJ3GMG5	unreviewed	Formyl transferase	2726980	Pseudomonas sp. D2002	572	IPR009188	4..571
A0AAJ3JPU8	unreviewed	Formyl transferase	1535632	Pseudomonas sp. AP42	575	IPR009188	4..573
A0AAJ3KV71	unreviewed	Formyl transferase	930166	Pseudomonas brassicacearum	572	IPR009188	4..572
A0AAJ4A4E2	unreviewed	Hydrogenase	2590021	Sulfurimonas xiamenensis	551	IPR009188	1..550
A0AAJ4B9K1	unreviewed	Formyl transferase	2654238	Pseudomonas sp. DTU12.1	572	IPR009188	4..570
A0AAJ5CHN8	unreviewed	Two-component system protein, hydrogenase maturation factor HypX/HoxX	1882786	Streptomyces sp. OK228	603	IPR009188	1..584
A0AAJ5ZPQ3	unreviewed	Hydrogenase maturation protein	3038545	Mesorhizobium sp. WSM4904	573	IPR009188	1..572
A0AAJ6HK79	unreviewed	Formyl transferase	2738126	Pseudomonas sp. FP215	575	IPR009188	4..573
A0AAN1SZH2	unreviewed	Hydrogenase maturation protein	1682490	Ferrigenium kumadai	569	IPR009188	1..566
A0AAN2BKW3	unreviewed	Formyl transferase C-terminal domain-containing protein	2721545	Marinagarivorans cellulosilyticus	570	IPR009188	1..569
A0AAP6ZXS2	unreviewed	Hydrogenase maturation factor HoxX	44250	Paenibacillus alvei	558	IPR009188	1..556
A0AAP8NAV1	unreviewed	Formyl transferase	2070673	Pseudomonas sp. FW305-BF6	572	IPR009188	4..570
A0AAP9CJ36	unreviewed	Formyl transferase	294	Pseudomonas fluorescens	572	IPR009188	4..571
A0AAQ0AMK2	unreviewed	Formyl transferase	587753	Pseudomonas chlororaphis	572	IPR009188	4..571
A0AAQ0RAH1	unreviewed	Formyl transferase C-terminal domain-containing protein	2144188	Rhodococcus sp. KBW08	597	IPR009188	62..597
A0AAT9S6U0	unreviewed	Hydrogenase maturation protein	2801029	Streptomyces sp. CA-210063	593	IPR009188	1..582
A0AAT9W3R4	unreviewed	Hydrogenase maturation protein	3064532	Kosakonia sp. H02	581	IPR009188	1..578
A0AAU0SQI2	unreviewed	Formyl transferase	3048613	Pseudomonas sp. CCI1.1	575	IPR009188	4..572
A0AAU0TAN5	unreviewed	Formyl transferase	3048622	Pseudomonas sp. DC1.2	572	IPR009188	4..571
A0AAU0VUR5	unreviewed	Formyl transferase C-terminal domain-containing protein	2975892	Streptomyces sp. NBC_01601	569	IPR009188	1..565
A0AAU0VZX2	unreviewed	Hydrogenase maturation protein	2975793	Streptomyces sp. NBC_00631	556	IPR009188	1..555
A0AAU0XZS3	unreviewed	Hydrogenase maturation protein	2975791	Streptomyces sp. NBC_00624	594	IPR009188	1..582
A0AAU0Y8P7	unreviewed	Hydrogenase maturation protein	2975790	Streptomyces sp. NBC_00623	594	IPR009188	1..582
A0AAU1AW27	unreviewed	Formyl transferase C-terminal domain-containing protein	2975683	Streptomyces sp. NBC_00211	592	IPR009188	1..577
A0AAU1CPD4	unreviewed	Hydrogenase maturation protein	2903636	Streptomyces sp. NBC_00210	594	IPR009188	1..580
A0AAU1DDY9	unreviewed	Hydrogenase maturation protein	2975681	Streptomyces sp. NBC_00208	594	IPR009188	1..582
A0AAU1EML4	unreviewed	Formyl transferase C-terminal domain-containing protein	2975674	Streptomyces sp. NBC_00191	597	IPR009188	1..579
A0AAU1FVL8	unreviewed	Hydrogenase maturation protein	2975680	Streptomyces sp. NBC_00203	593	IPR009188	1..582
A0AAU1GF44	unreviewed	Formyl transferase C-terminal domain-containing protein	2903634	Streptomyces sp. NBC_00190	589	IPR009188	1..575
A0AAU1I791	unreviewed	Hydrogenase maturation protein	2903632	Streptomyces sp. NBC_00180	581	IPR009188	1..579
A0AAU1KSJ1	unreviewed	Hydrogenase maturation protein	2903627	Streptomyces sp. NBC_00158	590	IPR009188	1..570
A0AAU1LF00	unreviewed	Hydrogenase maturation protein	2975671	Streptomyces sp. NBC_00161	589	IPR009188	1..573
A0AAU1MTY4	unreviewed	Hydrogenase maturation protein	2975667	Streptomyces sp. NBC_00147	581	IPR009188	1..580
A0AAU1NMQ2	unreviewed	Hydrogenase maturation protein	2975666	Streptomyces sp. NBC_00145	581	IPR009188	1..580
A0AAU1P4M8	unreviewed	Hydrogenase maturation protein	2975665	Streptomyces sp. NBC_00144	585	IPR009188	1..584
A0AAU1PCZ5	unreviewed	Hydrogenase maturation protein	2903625	Streptomyces sp. NBC_00138	555	IPR009188	1..555
A0AAU1QEG7	unreviewed	Hydrogenase maturation protein	2903624	Streptomyces sp. NBC_00133	594	IPR009188	1..580
A0AAU1QHP5	unreviewed	Hydrogenase maturation protein	2975663	Streptomyces sp. NBC_00134	581	IPR009188	1..580
A0AAU1RNE2	unreviewed	Formyl transferase C-terminal domain-containing protein	2903623	Streptomyces sp. NBC_00122	589	IPR009188	1..575
A0AAU1S8X3	unreviewed	Hydrogenase maturation protein	2975661	Streptomyces sp. NBC_00121	593	IPR009188	1..581
A0AAU1SGJ2	unreviewed	Hydrogenase maturation protein	2975658	Streptomyces sp. NBC_00118	581	IPR009188	1..580
A0AAU1TTD0	unreviewed	Hydrogenase maturation protein	2975657	Streptomyces sp. NBC_00117	581	IPR009188	1..580
A0AAU1TXH3	unreviewed	Hydrogenase maturation protein	2975659	Streptomyces sp. NBC_00119	582	IPR009188	1..581
A0AAU1VA80	unreviewed	Hydrogenase maturation protein	2975656	Streptomyces sp. NBC_00114	593	IPR009188	1..582
A0AAU1W050	unreviewed	Hydrogenase maturation protein	2975654	Streptomyces sp. NBC_00110	581	IPR009188	1..580
A0AAU1XLD0	unreviewed	Formyl transferase C-terminal domain-containing protein	2903622	Streptomyces sp. NBC_00105	621	IPR009188	1..572
A0AAU1XTE2	unreviewed	Hydrogenase maturation protein	2903621	Streptomyces sp. NBC_00104	593	IPR009188	1..582
A0AAU1ZKA3	unreviewed	Hydrogenase maturation protein	2903619	Streptomyces sp. NBC_00090	568	IPR009188	1..565
A0AAU2AHX5	unreviewed	Hydrogenase maturation protein	2903566	Kitasatospora sp. NBC_00085	563	IPR009188	1..563
A0AAU2AK68	unreviewed	Hydrogenase maturation protein	2975649	Streptomyces sp. NBC_00093	590	IPR009188	1..579
A0AAU2AUZ5	unreviewed	Hydrogenase maturation protein	2903566	Kitasatospora sp. NBC_00085	570	IPR009188	1..569
A0AAU2B8I0	unreviewed	Hydrogenase maturation protein	2975646	Streptomyces sp. NBC_00081	581	IPR009188	1..580
A0AAU2BYH6	unreviewed	Formyl transferase C-terminal domain-containing protein	2975645	Streptomyces sp. NBC_00080	582	IPR009188	1..572
A0AAU2D6E5	unreviewed	Hydrogenase maturation protein	2975644	Streptomyces sp. NBC_00079	570	IPR009188	1..569
A0AAU2E0E8	unreviewed	Hydrogenase maturation protein	2975642	Streptomyces sp. NBC_00076	568	IPR009188	1..567
A0AAU2ECV0	unreviewed	Hydrogenase maturation protein	2975962	Kitasatospora sp. NBC_00070	565	IPR009188	1..565
A0AAU2EHZ9	unreviewed	Hydrogenase maturation protein	2975962	Kitasatospora sp. NBC_00070	564	IPR009188	1..564
A0AAU2FGL7	unreviewed	Hydrogenase maturation protein	2975641	Streptomyces sp. NBC_00075	590	IPR009188	1..579
A0AAU2G384	unreviewed	Formyl transferase C-terminal domain-containing protein	2975640	Streptomyces sp. NBC_00073	592	IPR009188	1..577
A0AAU2G554	unreviewed	Hydrogenase maturation protein	2975639	Streptomyces sp. NBC_00069	589	IPR009188	1..573
A0AAU2HGK3	unreviewed	Hydrogenase maturation protein	2975634	Streptomyces sp. NBC_00057	604	IPR009188	1..586
A0AAU2I1N7	unreviewed	Hydrogenase maturation protein	2975633	Streptomyces sp. NBC_00056	581	IPR009188	1..580
A0AAU2JAV7	unreviewed	Hydrogenase maturation protein	2975632	Streptomyces sp. NBC_00055	594	IPR009188	1..582
A0AAU2JYF3	unreviewed	Hydrogenase maturation protein	2903617	Streptomyces sp. NBC_00049	586	IPR009188	1..577
A0AAU2K6V5	unreviewed	Formyl transferase C-terminal domain-containing protein	2975628	Streptomyces sp. NBC_00048	589	IPR009188	1..575
A0AAU2KS04	unreviewed	Hydrogenase maturation protein	2975631	Streptomyces sp. NBC_00053	561	IPR009188	1..553
A0AAU2MJL4	unreviewed	Formyl transferase C-terminal domain-containing protein	2975626	Streptomyces sp. NBC_00046	561	IPR009188	1..554
A0AAU2N859	unreviewed	Hydrogenase maturation protein	2903616	Streptomyces sp. NBC_00040	583	IPR009188	1..564
A0AAU2NMF8	unreviewed	Hydrogenase maturation protein	2903565	Kitasatospora sp. NBC_00039	570	IPR009188	1..569
A0AAU2NZQ2	unreviewed	Hydrogenase maturation protein	2903565	Kitasatospora sp. NBC_00039	563	IPR009188	1..563
A0AAU2Q7X7	unreviewed	Hydrogenase maturation protein	2903613	Streptomyces sp. NBC_00029	582	IPR009188	1..572
A0AAU2RSM1	unreviewed	Hydrogenase maturation protein	2903612	Streptomyces sp. NBC_00024	593	IPR009188	1..582
A0AAU2SQX9	unreviewed	Formyl transferase C-terminal domain-containing protein	2975622	Streptomyces sp. NBC_00016	582	IPR009188	1..572
A0AAU2U0Y5	unreviewed	Hydrogenase maturation protein	2903611	Streptomyces sp. NBC_00015	582	IPR009188	1..572
A0AAU2U9C8	unreviewed	Formyl transferase C-terminal domain-containing protein	2975621	Streptomyces sp. NBC_00012	561	IPR009188	1..554
A0AAU2Y8H4	unreviewed	Hydrogenase maturation protein	2903609	Streptomyces sp. NBC_00005	593	IPR009188	1..582
A0AAU2ZS62	unreviewed	Hydrogenase maturation protein	2975798	Streptomyces sp. NBC_00649	581	IPR009188	1..580
A0AAU3D0K8	unreviewed	Formyl transferase C-terminal domain-containing protein	2903667	Streptomyces sp. NBC_00637	582	IPR009188	1..572
A0AAU3EB64	unreviewed	Hydrogenase maturation protein	2903857	Streptomyces sp. NBC_01411	585	IPR009188	1..584
A0AAU3EY30	unreviewed	Hydrogenase maturation protein	2903856	Streptomyces sp. NBC_01410	597	IPR009188	1..578
A0AAU3IYI6	unreviewed	Hydrogenase maturation protein	2903852	Streptomyces sp. NBC_01396	570	IPR009188	1..569
A0AAU3L3X7	unreviewed	Hydrogenase maturation protein	2903849	Streptomyces sp. NBC_01387	559	IPR009188	1..554
A0AAU3M714	unreviewed	Hydrogenase maturation protein	2903846	Streptomyces sp. NBC_01383	561	IPR009188	1..560
A0AAU3MZZ1	unreviewed	Hydrogenase maturation protein	2903848	Streptomyces sp. NBC_01386	581	IPR009188	1..580
A0AAU3N377	unreviewed	Hydrogenase maturation protein	2903847	Streptomyces sp. NBC_01384	603	IPR009188	1..577
A0AAU3PJI8	unreviewed	Hydrogenase maturation protein	2903844	Streptomyces sp. NBC_01378	582	IPR009188	1..581
A0AAU3QCF2	unreviewed	Hydrogenase maturation protein	2903842	Streptomyces sp. NBC_01369	561	IPR009188	1..555
A0AAU3RM14	unreviewed	Hydrogenase maturation protein	2903841	Streptomyces sp. NBC_01367	580	IPR009188	1..571
A0AAU3SYG2	unreviewed	Formyl transferase C-terminal domain-containing protein	2903635	Streptomyces sp. NBC_00207	621	IPR009188	1..572
A0AAU3U693	unreviewed	Hydrogenase maturation protein	2975764	Streptomyces sp. NBC_00519	570	IPR009188	1..569
A0AAU3VKM4	unreviewed	Hydrogenase maturation protein	2976010	Streptomyces sp. NBC_00510	570	IPR009188	1..570
A0AAU3WEV4	unreviewed	Hydrogenase maturation protein	2975762	Streptomyces sp. NBC_00500	568	IPR009188	1..568
A0AAU3Z8D3	unreviewed	Hydrogenase maturation protein	2903655	Streptomyces sp. NBC_00466	591	IPR009188	1..591
A0AAU3ZKX9	unreviewed	Hydrogenase maturation protein	2903654	Streptomyces sp. NBC_00455	591	IPR009188	1..591
A0AAU4C050	unreviewed	Hydrogenase maturation protein	2975740	Streptomyces sp. NBC_00425	593	IPR009188	1..582
A0AAU4CKY6	unreviewed	Hydrogenase maturation protein	2903647	Streptomyces sp. NBC_00391	593	IPR009188	1..582
A0AAU4DME9	unreviewed	Hydrogenase maturation protein	2975964	Kitasatospora sp. NBC_00374	580	IPR009188	1..569
A0AAU4FIC7	unreviewed	Formyl transferase C-terminal domain-containing protein	2975720	Streptomyces sp. NBC_00344	565	IPR009188	1..565
A0AAU4IQR8	unreviewed	Formyl transferase C-terminal domain-containing protein	2975714	Streptomyces sp. NBC_00335	612	IPR009188	1..581
A0AAU4LHM3	unreviewed	Hydrogenase maturation protein	2975712	Streptomyces sp. NBC_00322	597	IPR009188	1..578
A0AAU4LM08	unreviewed	Hydrogenase maturation protein	2975710	Streptomyces sp. NBC_00316	594	IPR009188	1..576
A0AAU4M833	unreviewed	Hydrogenase maturation protein	2975963	Kitasatospora sp. NBC_00315	573	IPR009188	1..572
A0AAU4ME24	unreviewed	Formyl transferase C-terminal domain-containing protein	2975963	Kitasatospora sp. NBC_00315	569	IPR009188	1..567
A0AAU4R2Y3	unreviewed	Hydrogenase maturation protein	2975705	Streptomyces sp. NBC_00299	581	IPR009188	1..579
A0AAU4RMH7	unreviewed	Formyl transferase C-terminal domain-containing protein	2975703	Streptomyces sp. NBC_00289	596	IPR009188	1..580
A0AAU4T660	unreviewed	Formyl transferase C-terminal domain-containing protein	2975701	Streptomyces sp. NBC_00286	598	IPR009188	1..284,303..591
A0AAU4UXA4	unreviewed	Hydrogenase maturation protein	2903644	Streptomyces sp. NBC_00273	580	IPR009188	1..571
A0AAU4W115	unreviewed	Formyl transferase C-terminal domain-containing protein	2975698	Streptomyces sp. NBC_00272	592	IPR009188	1..577
A0AAU4W4B1	unreviewed	Hydrogenase maturation protein	2975696	Streptomyces sp. NBC_00269	572	IPR009188	1..572
A0AAU4XIX6	unreviewed	Hydrogenase maturation protein	2975697	Streptomyces sp. NBC_00271	603	IPR009188	1..584
A0AAU4XRR4	unreviewed	Formyl transferase C-terminal domain-containing protein	2975694	Streptomyces sp. NBC_00267	580	IPR009188	1..580
A0AAU4YGG7	unreviewed	Formyl transferase C-terminal domain-containing protein	2903643	Streptomyces sp. NBC_00259	569	IPR009188	1..569
A0AAU4ZH07	unreviewed	Hydrogenase maturation protein	2975692	Streptomyces sp. NBC_00257	561	IPR009188	1..555
A0AAU5CWF7	unreviewed	Hydrogenase maturation protein	2903640	Streptomyces sp. NBC_00239	600	IPR009188	1..584
A0AAU5DSY3	unreviewed	Formyl transferase C-terminal domain-containing protein	2903638	Streptomyces sp. NBC_00234	559	IPR009188	1..555
A0AAU5FZA6	unreviewed	Hydrogenase maturation protein	2976008	Streptomyces sp. NBC_00223	555	IPR009188	1..555
A0AAU5G3J9	unreviewed	Hydrogenase maturation protein	2903645	Streptomyces sp. NBC_00310	593	IPR009188	1..582
A0AAU5H708	unreviewed	Hydrogenase maturation protein	2903803	Streptomyces sp. NBC_01262	565	IPR009188	1..561
A0AAU5IWG6	unreviewed	Hydrogenase maturation protein	2903801	Streptomyces sp. NBC_01260	561	IPR009188	1..560
A0AAU5K795	unreviewed	Hydrogenase maturation protein	2903571	Kitasatospora sp. NBC_01250	583	IPR009188	1..581
A0AAU5L2B1	unreviewed	Hydrogenase maturation protein	2903570	Kitasatospora sp. NBC_01246	570	IPR009188	1..569
A0AAU5QR10	unreviewed	Hydrogenase maturation protein	2903670	Streptomyces sp. NBC_00683	561	IPR009188	1..555
A0AAU5S167	unreviewed	Hydrogenase maturation protein	2976011	Streptomyces sp. NBC_00669	592	IPR009188	1..592
A0AAU5SXI6	unreviewed	Hydrogenase maturation protein	2975803	Streptomyces sp. NBC_00667	589	IPR009188	1..572
A0AAU5T3K7	unreviewed	Hydrogenase maturation protein	2975802	Streptomyces sp. NBC_00664	589	IPR009188	1..572
A0AAU5YYN5	unreviewed	Hydrogenase maturation protein	2903884	Streptomyces sp. NBC_01485	605	IPR009188	1..594
A0AAU6ABM3	unreviewed	Hydrogenase maturation protein	2903883	Streptomyces sp. NBC_01483	603	IPR009188	1..583
A0AAU6FE78	unreviewed	Hydrogenase maturation protein	2903877	Streptomyces sp. NBC_01463	554	IPR009188	1..552
A0AAU6FYS1	unreviewed	Formyl transferase C-terminal domain-containing protein	2903876	Streptomyces sp. NBC_01462	570	IPR009188	1..565
A0AAU6HVI9	unreviewed	Hydrogenase maturation protein	2975868	Streptomyces sp. NBC_01456	569	IPR009188	1..568
A0AAU6IHX8	unreviewed	Formyl transferase C-terminal domain-containing protein	2903874	Streptomyces sp. NBC_01455	570	IPR009188	1..564
